word,value
astaghfirullah,-3.0
keletihan,-3.0
ketiduran,-3.0
gapaham,-4.0
capek,-4.0
kelamaan,-4.0
punah,-4.0
lesu,-4.0
ketinggalan,-3.0
apasi,-3.0
mampus,-5.0
keramat,-3.0
campur aduk,-2.0
ricuh,-4.0
soms,-4.0
stress,-5.0
kemayu,-3.0
mencangkum,-3.0
berlama-lama,-2.0
diginiin,-3.0
sihh,-2.0
yakali,-3.0
sakral,-2.0
ngenes,-4.0
bertendensi,-3.0
kalut,-3.0
mati,-5.0
lenguh,-4.0
jahanam,-5.0
gangerti,-3.0
gegara,-3.0
godain,-3.0
idiot,-5.0
ambigu,-3.0
utang,-4.0
sialan,-5.0
centil,-3.0
bacot,-4.0
mls,-4.0
kesunyian,-3.0
kebalik,-3.0
amoral,-3.0
membekas,-3.0
anti,-2.0
gabole,-2.0
simpanan,-3.0
ganggu,-4.0
sentimen,-3.0
berperang,-4.0
santunan,-2.0
kerelaan,-2.0
mulut,-1.0
boro,-2.0
kasam,-3.0
kepencet,-2.0
bantet,-3.0
sin,-1.0
kesumat,-4.0
bokek,-5.0
muncikari,-5.0
menipis,-3.0
asusila,-5.0
stop,-3.0
menciut,-3.0
bengkak hati,-3.0
kekosongan,-3.0
dendam,-5.0
gaenak,-3.0
susahnya,-3.0
mucikari,-5.0
maapkan,-3.0
vulgar,-3.0
ndut,-4.0
menurun,-3.0
kehilangan,-4.0
kecoa,-3.0
pokonya,-2.0
gituan,-3.0
ratapan,-3.0
kesepian,-4.0
pesan,-3.0
bergelanggang,-3.0
bersalah,-4.0
kampit,-1.0
menunggunya,-2.0
mendengu,-3.0
gaje,-3.0
sakitnya,-4.0
kesenjangan,-4.0
cedih,-3.0
menjauhkan,-4.0
jijik,-5.0
putus,-5.0
nyakitin,-5.0
ngadu,-3.0
najis,-4.0
kzl,-5.0
ego,-3.0
geli,-2.0
memaklumi,-2.0
kambing,-3.0
diblock,-4.0
crash,-4.0
menyampah,-4.0
maruk,-3.0
perangsang,-3.0
abaikan,-2.0
ninggalin,-4.0
otaknya,-2.0
mengerti,-2.0
renggang,-3.0
tewas,-5.0
amarah,-5.0
meradang,-4.0
melek,-2.0
kenal,-2.0
buangan,-4.0
nyangka,-3.0
dilupain,-4.0
kebo,-4.0
nyasar,-4.0
terungkap,-3.0
bocor,-4.0
terekspos,-4.0
mengusai,-2.0
pensiun,-3.0
dibully,-5.0
kontol,-5.0
mimpiin,-2.0
susila,-2.0
begadang,-3.0
eks,-3.0
mudarat,-5.0
delete,-3.0
cerewet,-5.0
berahi,-5.0
patah,-4.0
jerawat,-3.0
bawel,-4.0
pudar,-3.0
teganya,-4.0
menghilang,-3.0
hamburan,-3.0
rongsokan,-3.0
gairah,-2.0
mengasihi,-2.0
mencret,-4.0
mamam,-3.0
iluminasi,-3.0
selingkuhan,-5.0
jones,-3.0
banyak bicara,-3.0
hapus,-3.0
mantan,-3.0
iseng,-3.0
zakar,-3.0
air liur,-2.0
berengsek,-5.0
laporin,-3.0
pelecehan,-5.0
berenti,-3.0
syahwat,-2.0
tinggikan,-2.0
penat,-2.0
nyinyir,-4.0
bercerai-berai,-5.0
igau,-3.0
kenapasih,-3.0
nyesek,-4.0
rahasia,-2.0
anjay,-3.0
penyumbat,-3.0
letih,-3.0
ucek,-3.0
lelah,-3.0
gila,-5.0
tamat,-4.0
tersingkap,-3.0
konco,-3.0
balesnya,-2.0
pantesan,-2.0
erotis,-4.0
curi,-5.0
beperkara,-4.0
kutuk,-5.0
hilang ingatan,-4.0
anjuran,-2.0
bersitegang,-4.0
buah bibir,-2.0
teriak,-2.0
cegah,-2.0
mengerem,-2.0
tiri,-2.0
kerut merut,-3.0
rabies,-4.0
serapah,-4.0
berdiam,-3.0
menangkap,-3.0
emosi,-4.0
teriakan,-4.0
mengutil,-4.0
keteledoran,-4.0
menjarah,-4.0
menjarak,-3.0
paksa,-4.0
relung,-2.0
heula,-2.0
atut,-2.0
perpegangan,-2.0
congkel,-4.0
keinget,-2.0
sumpah,-3.0
membanding,-3.0
gempal,-2.0
menghambat,-3.0
menyakitkan,-4.0
asam,-2.0
mengaur,-3.0
traumatis,-4.0
pingsan,-3.0
latihan,-2.0
mengekang,-4.0
mencomot,-4.0
tembak-menembak,-5.0
ngamen,-3.0
tenggelem,-3.0
genangan,-2.0
menderita,-5.0
kasihan,-3.0
nyamuk,-1.0
berkeras hati,-3.0
dibuang,-3.0
bertunas,-2.0
bad,-4.0
menanggung,-2.0
gatal,-3.0
seram,-4.0
jleb,-3.0
mengotot,-4.0
pemisah,-3.0
idih,-3.0
memperbandingkan,-3.0
badung,-4.0
blokir,-3.0
perkutut,-3.0
ngeri,-4.0
egois,-5.0
kubang,-3.0
abg,-2.0
meninggi,-2.0
hama,-3.0
hambat,-4.0
digituin,-2.0
nyariin,-2.0
ngarep,-2.0
ngeluh,-4.0
sisa,-4.0
dimakan,-2.0
menggelapkan,-4.0
bolong,-3.0
awal,-2.0
merinding,-3.0
rinding,-3.0
tembam,-4.0
tersentuh,-2.0
kontaminasi,-4.0
hate,-5.0
dalem,-2.0
salahku,-4.0
kelembaman,-3.0
tempik,-4.0
tendang,-3.0
penghabisan,-3.0
desah,-3.0
cuekin,-3.0
pikun,-4.0
kelu,-3.0
tinggalkan,-3.0
miris,-4.0
primitif,-4.0
typonya,-3.0
berburu,-3.0
merampok,-5.0
ringkus,-5.0
membesar,-2.0
diketawain,-4.0
nyeri,-4.0
hack,-4.0
terminasi,-3.0
sedih,-5.0
henti,-4.0
melupai diri,-3.0
pengeluaran,-3.0
dikangenin,-2.0
gapuk,-3.0
membendung,-3.0
nyerah,-3.0
merebut,-3.0
edan,-3.0
jerit,-3.0
merampas,-4.0
nabrak,-4.0
menilap,-4.0
pekik,-5.0
ngiler,-3.0
maghrib,-2.0
mencatut,-3.0
sebab,-2.0
mencaplok,-3.0
rindunya,-2.0
meramalkan,-2.0
ingetin,-2.0
menggemparkan,-2.0
membopong,-3.0
seksi,-3.0
addict,-3.0
fail,-5.0
endus,-3.0
pendek,-2.0
kepindahan,-3.0
duet,-2.0
guram,-2.0
diusir,-4.0
tekanan mental,-4.0
menghirukkan,-4.0
mewek,-5.0
trauma,-5.0
unmood,-3.0
membekap,-3.0
ngerasain,-2.0
ejekan,-4.0
bajak,-4.0
memusingkan,-4.0
week,-4.0
menggodai,-3.0
gajih,-2.0
ketinggian,-2.0
bermohon,-2.0
bolos,-3.0
hiruk-pikuk,-3.0
pengguguran,-3.0
olok-olok,-5.0
terperengah,-3.0
mantannya,-3.0
mengumbar,-3.0
krg,-2.0
berkabut,-3.0
layuh,-3.0
kelainan,-4.0
unfollow,-2.0
risiko,-3.0
kedinginan,-3.0
ancaman,-4.0
batuk,-4.0
sembarangan,-4.0
ngadepin,-2.0
dalang,-3.0
menggegerkan,-3.0
mengacau,-4.0
pinggul,-3.0
tumben,-2.0
kurusuhan,-4.0
sindiran,-3.0
redup,-3.0
kentut,-2.0
mainin,-2.0
musuhan,-4.0
qada,-2.0
gabakal,-4.0
abu-abu,-2.0
hoax,-5.0
emergensi,-4.0
seenaknya,-4.0
muak,-5.0
mual,-5.0
memburu,-4.0
acak-acakan,-5.0
close,-2.0
menegur,-3.0
menyusahkan,-5.0
meributkan,-4.0
tbc,-3.0
shy,-3.0
mencemaskan,-3.0
paranormal,-2.0
merecoki,-3.0
demo,-3.0
lost,-3.0
gangguin,-3.0
melankolis,-2.0
kabut,-2.0
kabur,-2.0
protes,-3.0
melupakanmu,-3.0
mengusili,-3.0
jealous,-3.0
ketularan,-4.0
grogi,-4.0
keburukan,-5.0
batuk kering,-3.0
berpasrah,-2.0
tauk,-3.0
mengganggu,-4.0
tersengal-sengal,-4.0
kejut,-3.0
gelegak,-3.0
malapateka,-3.0
debar,-3.0
menghebohkan,-3.0
membolos,-3.0
kegedean,-2.0
muram,-4.0
sotoy,-4.0
ampuni,-2.0
derai,-3.0
nyalahin,-4.0
mafia,-5.0
sesambat,-3.0
benci,-5.0
enek,-4.0
gaakan,-2.0
keterlaluan,-5.0
penutupan,-2.0
terkapah-kapah,-2.0
kecelakaan,-5.0
menjahili,-3.0
menggerecoki,-4.0
kolera,-4.0
ganjal,-3.0
guncangan,-2.0
tandanya,-2.0
sogok,-4.0
penyimpangan,-4.0
bhay,-3.0
bersimbah,-3.0
saum,-2.0
cacing karawit,-3.0
ringkas,-2.0
yalord,-2.0
cemeti dewa,-2.0
nyesal,-4.0
narkotika,-4.0
syedi,-4.0
standar,-2.0
bangett,-2.0
beud,-2.0
gagah,-1.0
cabean,-3.0
tiduran,-2.0
menyunu,-2.0
senengnya,-1.0
kuyup,-3.0
mengalami,-3.0
berkelir,-3.0
berhati-hati,-2.0
menata,-2.0
gundik,-2.0
terluka,-5.0
belia,-2.0
albumnya,-2.0
comel,-1.0
kesibukan,-3.0
mengasuh,-2.0
alah,-4.0
hadeh,-4.0
seenak,-4.0
udeh,-3.0
tergeluncur,-3.0
remaja,-2.0
akuan,-3.0
image,-2.0
bawain,-3.0
puasa,-2.0
berkerut,-2.0
cacing jantung,-4.0
cacing ginjal,-4.0
brutal,-5.0
hamster,-3.0
diajarin,-3.0
luda,-3.0
giniin,-2.0
menyuap,-3.0
tetiba,-3.0
beginian,-3.0
menebat,-3.0
menebak,-2.0
amatin,-2.0
diliatin,-3.0
kemiripan,-2.0
cacing gilig,-4.0
memperapikan,-2.0
senonoh,-5.0
garuk,-3.0
bisain,-2.0
timang,-1.0
insane,-4.0
sambel,-2.0
gjd,-3.0
kemaluan,-3.0
kualat,-4.0
terselulur,-2.0
penyakit,-4.0
memangnya,-2.0
gersang,-3.0
ditolak,-4.0
menjilat-jilat,-2.0
jahatin,-3.0
cacing hati,-2.0
babu,-5.0
mengabaikan,-3.0
menyedihkan,-4.0
menimpa,-3.0
guncang,-3.0
kontroversi,-4.0
mblo,-3.0
bagaimana pun,-2.0
gakuat,-3.0
poor,-4.0
mata-mata,-3.0
kenapaaa,-3.0
pikulan,-2.0
lau,-2.0
tergelicik,-3.0
menjilat,-3.0
selir,-4.0
yaoi,-5.0
ngidam,-2.0
napsu,-3.0
zalim,-5.0
tergelingsir,-3.0
bau kencur,-4.0
alergi,-3.0
kodok,-2.0
drop,-3.0
sedikit-dikitnya,-3.0
xx,-1.0
belikan,-1.0
menyundut,-3.0
pengangguran,-4.0
pataka,-3.0
menyepelekan,-4.0
berkurang,-3.0
siapanya,-2.0
mahh,-3.0
gamungkin,-3.0
matiin,-2.0
perbantahan,-3.0
nape,-3.0
selagi,-2.0
lagak,-2.0
cacing gila,-4.0
eek,-5.0
malesin,-4.0
anak bawang,-2.0
dinistain,-4.0
yahhh,-3.0
meloloh,-3.0
persekongkolan,-3.0
bokep,-5.0
jahatnya,-4.0
seksologis,-2.0
claim,-3.0
candu,-3.0
mumpung,-3.0
cemberut,-4.0
lepek,-4.0
jangann,-3.0
gilak,-4.0
tergulir,-3.0
boros,-5.0
pengganti,-3.0
berair,-1.0
jujur,-1.0
akumah,-3.0
goodbye,-3.0
meski,-2.0
meskipun,-2.0
semena,-3.0
memanas-manasi,-3.0
curcol,-3.0
merajam,-5.0
kenyataannya,-2.0
keparat,-5.0
linggis,-4.0
menghanguskan,-3.0
kepleset,-4.0
badmood,-4.0
die,-4.0
malak,-4.0
indikasi,-2.0
kesiannya,-4.0
denyut,-2.0
terpeleset,-4.0
terselusur,-3.0
ihhhh,-3.0
bobroq,-4.0
tuyul,-4.0
meremehkan,-5.0
digantung,-3.0
ketaatan,-1.0
intrik,-3.0
pdhal,-2.0
kerat,-1.0
raiso,-3.0
excited,-1.0
terguling,-3.0
ketewasan,-3.0
dibalik,-3.0
gangsar,-3.0
berkemas-kemas,-2.0
mencari,-3.0
menyusut,-2.0
becek,-4.0
yaudh,-3.0
jaat,-3.0
luluh,-3.0
tersohor,-1.0
rentan,-4.0
iyasih,-2.0
rusak binasa,-4.0
menyebelahkan,-5.0
anjer,-3.0
alat vital,-2.0
gibah,-3.0
aurat,-2.0
rasain,-3.0
alat kelamin,-3.0
perkomplotan,-4.0
alangkah,-2.0
pgen,-1.0
kutu busuk,-4.0
makelar,-3.0
manuver,-3.0
getir,-4.0
memek,-5.0
kalah,-4.0
tekanan,-3.0
mengawasi,-2.0
ngesot,-2.0
mengidamkan,-2.0
sudahlah,-3.0
mengesampingkan,-4.0
tergelecik,-4.0
dilarang,-3.0
mainstream,-3.0
iyak,-2.0
pahit,-3.0
cacing tambang,-2.0
seperti,-1.0
bertolak,-2.0
bini gelap,-5.0
nyolong,-4.0
perebutan,-3.0
ulah,-3.0
mengompori,-4.0
yaahh,-3.0
jangankan,-3.0
lieur,-3.0
kena,-3.0
menghempaskan,-4.0
mengharap,-3.0
dahh,-3.0
karin,-2.0
gblk,-4.0
tembakau,-3.0
kerjain,-3.0
suspend,-3.0
mayat,-4.0
eksplisit,-2.0
buah simalakama,-3.0
biarkan,-3.0
salah langkah,-3.0
mumet,-4.0
debu,-3.0
itunya,-2.0
melipur,-3.0
lap kaki,-2.0
pedes,-2.0
jera,-3.0
begak,-3.0
tercela,-4.0
alone,-3.0
muntahan,-4.0
bercelah,-3.0
menghisap,-1.0
segitunya,-3.0
dingin,-2.0
membidikkan,-2.0
stalking,-4.0
naudzubillah,-5.0
keling,-3.0
susuk,-4.0
kencing,-3.0
awan kelabu,-3.0
gemuruh,-3.0
fresh,-2.0
semata-mata,-2.0
ngeden,-2.0
sensi,-4.0
menjambret,-5.0
bermutu,-1.0
jauhin,-3.0
rupawan,-1.0
lucunya,-2.0
kejedot,-4.0
sukar,-4.0
umpatan,-4.0
tersangkut,-3.0
nyontek,-5.0
teguran,-3.0
rombak,-2.0
kecemerlangan,-1.0
tersiksa,-5.0
dibeliin,-1.0
sedihhh,-5.0
bersedih,-5.0
bongkar,-3.0
ngarti,-3.0
mencucut,-3.0
hutang,-5.0
gbs,-2.0
disalahin,-3.0
incess,-3.0
kabeh,-2.0
irit,-2.0
kabar angin,-3.0
angkot,-1.0
problem,-4.0
yampun,-3.0
kesurupan,-5.0
komat-kamit,-3.0
manis,-2.0
teror,-5.0
pundung,-4.0
jadul,-3.0
tersungkap,-3.0
lengket,-2.0
injek,-3.0
melarat,-4.0
tanah tandus,-3.0
dobrak,-4.0
menyayat,-4.0
kesedihan,-5.0
meretek,-3.0
coplok,-3.0
mengempaskan,-3.0
terror,-5.0
menyandingkan,-2.0
ketakutan,-4.0
kejepit,-4.0
muskil,-2.0
aahh,-3.0
kedukaan,-4.0
kurungan,-4.0
memungut,-2.0
astagfirulloh,-4.0
peles,-1.0
muntah,-3.0
rapet,-2.0
kedaluwarsa,-3.0
kocak,-2.0
eror,-4.0
kenceng,-2.0
sehat,-1.0
melar,-2.0
death,-3.0
inkarnasi,-1.0
menghidu,-1.0
geledek,-2.0
terpacul,-4.0
pembesar,-2.0
menembok,-1.0
najisin,-4.0
jiji,-4.0
yaudahlah,-3.0
nusuk,-3.0
jigong,-4.0
dahlah,-3.0
uler,-3.0
lebay,-4.0
menggelikan,-3.0
kerasukan,-5.0
berseteru,-4.0
emmm,-2.0
keladi,-3.0
lengket-lengket,-3.0
idk,-3.0
politik,-1.0
geledah,-3.0
ngelupain,-4.0
ngespam,-3.0
potongan,-2.0
menenangkan,-1.0
kepanikan,-4.0
ngilu,-4.0
tilam,-4.0
bencong,-5.0
pusink,-3.0
fitnah,-5.0
sesak,-3.0
harmonis,-1.0
bedah,-3.0
jatah,-1.0
berlutut,-2.0
menunggangkan,-1.0
menusuk,-4.0
pecat,-5.0
kumat,-4.0
better,-1.0
keceriaan,-1.0
menyodok,-3.0
sotau,-4.0
pitnah,-3.0
yelah,-3.0
diduain,-3.0
nyet,-4.0
pendek tali,-4.0
gemetar,-3.0
bau,-4.0
pojok,-3.0
ngomel,-4.0
numpuk,-3.0
hambar,-3.0
down,-3.0
mesiu,-1.0
neraka,-5.0
nganggur,-3.0
penertiban,-2.0
blur,-4.0
terlangah,-3.0
mupeng,-2.0
biadab,-5.0
berlangau,-4.0
bertekuk lutut,-3.0
guntur,-3.0
delay,-3.0
bangsat,-5.0
keretakan,-4.0
mengap,-3.0
sendirian,-3.0
sahara,-2.0
mencair,-1.0
belaka,-1.0
menggigil,-4.0
masalah,-4.0
bertumpuk,-4.0
menyogok,-5.0
binasa,-5.0
mencelampakkan,-3.0
mencuri,-5.0
berkecamuk,-4.0
cucok,-1.0
diancurin,-3.0
tersapu,-3.0
kapok,-3.0
gabaik,-3.0
mencocok,-3.0
bercekak,-3.0
bogum,-3.0
majikan,-3.0
menyukai,-1.0
igauan,-3.0
stres,-4.0
bualan,-4.0
menghempas,-4.0
dipamerin,-3.0
teraniaya,-4.0
absurd,-2.0
yg dipertuan,-3.0
beling,-1.0
kesucian,-1.0
cubit,-3.0
bobol,-4.0
lebai,-3.0
pipis,-2.0
lirih,-3.0
rewel,-4.0
nestapa,-3.0
amit,-4.0
nyampah,-4.0
depresi,-4.0
dukacita,-3.0
hembus,-3.0
boker,-3.0
rokok,-3.0
membanjiri,-3.0
berdarah dingin,-4.0
manjaan,-3.0
merogoh,-3.0
merogok,-3.0
ditidurin,-4.0
copot,-3.0
rosak,-3.0
terhalang,-3.0
santet,-5.0
bergejolak,-3.0
dilema,-3.0
apek,-4.0
gabutuh,-3.0
sembur,-3.0
kejam,-4.0
rontok,-3.0
menyerah,-4.0
kesenduan,-2.0
elegan,-1.0
penjelmaan,-3.0
konsekuensi,-3.0
lapang hati,-1.0
pajak,-3.0
yodah,-2.0
gagal,-4.0
pasrah,-3.0
menumbuk,-3.0
menyisihkan,-2.0
terajam,-4.0
tkde,-1.0
berseberangan,-3.0
banyol,-3.0
ria,-3.0
kesayuan,-2.0
bermusuhan,-4.0
pelosok,-3.0
anjeng,-5.0
pending,-3.0
cry,-3.0
mules,-4.0
berketar-ketar,-3.0
keprihatinan,-3.0
mustahil,-2.0
komplikasi,-3.0
persoalan,-3.0
isukan,-1.0
anjis,-1.0
melet,-3.0
taik,-5.0
buta hati,-4.0
kantong tipis,-4.0
darah,-1.0
hilaf,-4.0
ex,-1.0
anjg,-5.0
ngeles,-3.0
godaan,-3.0
murung,-4.0
jutekin,-5.0
merasuk,-3.0
berkelok-kelok,-2.0
huhuu,-4.0
belenggu,-3.0
merebak,-3.0
meledak,-4.0
hayoloh,-3.0
bisikan,-2.0
melembung,-3.0
mengecerkan,-2.0
bagal,-3.0
anjlok,-4.0
haters,-5.0
gosah,-3.0
bandar,-4.0
berdosa,-4.0
gonggongan (anjing),-3.0
kgk,-3.0
nyiksa,-4.0
maho,-4.0
compeng,-4.0
ciplak,-3.0
mengalah,-2.0
cabul,-5.0
berkurangan,-3.0
gelagap,-2.0
pengganggu,-4.0
nyali,-3.0
biang keladi,-4.0
gembul,-3.0
betina,-2.0
konyol,-3.0
cengeng,-4.0
beraduk,-3.0
ngancem,-4.0
menggores,-3.0
elak,-3.0
mengganjari,-3.0
murahan,-4.0
pedofil,-5.0
sebarang,-2.0
ngetawain,-4.0
ragu,-3.0
gone,-2.0
pedih,-4.0
sangka,-3.0
suudzon,-4.0
pencucuk,-3.0
golek,-1.0
pelayan,-2.0
diare,-4.0
berlelehan,-3.0
berbakat,-1.0
berat telinga,-3.0
mengada,-3.0
mendingan,-3.0
ugal-ugalan,-2.0
ngestalk,-4.0
curiga,-4.0
begitu saja,-2.0
bersatu,-1.0
memeluk,-1.0
faedahnya,-1.0
petaka,-4.0
masygul,-2.0
jatohnya,-1.0
kasih,-1.0
terpelecok,-3.0
benguk,-2.0
semangatin,-1.0
ringkih,-4.0
liat,-1.0
timpa,-3.0
rasuk,-3.0
sunu,-2.0
hati,-2.0
tunggang,-1.0
kata,-1.0
guling,-3.0
turun,-3.0
singkir,-5.0
damprat,-4.0
ingkar,-4.0
aur,-3.0
adang,-3.0
keroyok,-4.0
rem,-5.0
siapa,-2.0
jelek,-5.0
rusak,-4.0
pesona,-1.0
pencet,-2.0
perkara,-4.0
anggur,-4.0
darah dingin,-4.0
remuk,-4.0
mahir,-1.0
tangkap tangan,-4.0
kabung,-5.0
pasuk,-3.0
khianat,-4.0
kutil,-4.0
dapat,-2.0
kelakar,-4.0
renti,-3.0
cecer,-3.0
poko,-2.0
belah,-5.0
nang,-5.0
usil,-3.0
usir,-4.0
amuk,-5.0
hidu,-1.0
bain,-2.0
buang nyawa,-5.0
pukau,-1.0
sapu,-3.0
otot,-4.0
cela,-4.0
sayang,-3.0
jahat,-4.0
remeh,-5.0
mudah,-1.0
neng,-1.0
mula,-3.0
palit,-3.0
keluar,-3.0
tamat riwayat,-3.0
selusur,-3.0
aku,-1.0
hilang,-4.0
bom,-1.0
celampak,-3.0
kerubung,-3.0
bangan,-3.0
sentuh asa,-1.0
cengkerama,-2.0
tau,-4.0
curat,-1.0
enak,-4.0
gubris,-2.0
masuk,-3.0
kayak,-3.0
buruk,-5.0
api,-2.0
caplok,-3.0
pihak,-3.0
apa,-3.0
cebik,-3.0
kesi,-3.0
anda,-1.0
ekspos,-4.0
lutut,-2.0
suara,-1.0
dalih,-4.0
apas,-3.0
hilang ingat,-4.0
desir,-2.0
hendak,-1.0
kusut,-4.0
menung,-3.0
wara,-3.0
keruh,-4.0
gampang,-3.0
sengal,-4.0
kerumit,-5.0
tugas,-1.0
salah,-4.0
sekongkol,-4.0
ancam,-4.0
nyata,-2.0
ganggu jiwa,-4.0
kerut,-2.0
heran,-3.0
jatuh,-3.0
jalan bebas hambat,-1.0
uar,-3.0
sanding,-2.0
tantang,-4.0
dengu,-3.0
loloh,-3.0
geger,-3.0
mungkin,-1.0
gede,-2.0
sir,-2.0
peleset,-4.0
banding,-3.0
kecil,-3.0
tumpu,-3.0
jepit,-4.0
gulir,-3.0
panik,-4.0
malang,-5.0
leceh,-5.0
mau,-1.0
gantung,-3.0
tekuk lutut,-3.0
surat takdir,-3.0
prasangka,-3.0
lama,-4.0
suci,-1.0
lesit,-1.0
rebak,-3.0
satu,-1.0
susah,-3.0
balik,-3.0
lancar,-2.0
kobar,-2.0
tunggu,-2.0
ikut,-3.0
kompor,-4.0
celah,-3.0
junjung,-2.0
bopong,-3.0
aduk,-3.0
gelicik,-3.0
mutu,-1.0
tangkis,-3.0
itu,-2.0
lumat,-4.0
henti tugas,-2.0
jambret,-5.0
jelma,-3.0
maklum,-2.0
muram durja,-5.0
main,-2.0
empas,-3.0
bual,-4.0
ratap,-3.0
gaco,-2.0
sayat,-4.0
kagum,-1.0
ingat,-3.0
dah,-3.0
putih tulang,-2.0
lorot,-4.0
pisah,-3.0
sodok,-3.0
cibir,-5.0
meni,-2.0
lanjur,-3.0
lupa diri,-3.0
lucu,-2.0
sohor,-1.0
perenyak,-4.0
tanda,-2.0
batu,-2.0
simpan,-3.0
keri,-4.0
heboh,-3.0
pergok,-5.0
erti,-2.0
ketar,-3.0
samping,-4.0
ringan,-1.0
cocok,-3.0
album,-2.0
tinggal,-3.0
tagih,-3.0
nyala,-2.0
sidang,-3.0
mata,-2.0
lain,-4.0
cetus,-1.0
sampah,-4.0
rampas,-4.0
keras hati,-3.0
sanggama,-2.0
rogoh,-3.0
tenang,-1.0
rogok,-3.0
buang,-3.0
prediksi,-1.0
asa,-2.0
cari,-3.0
diri,-1.0
umur,-2.0
duga,-1.0
cair,-1.0
recok,-3.0
isu,-1.0
galak panas,-3.0
sungkap,-3.0
ecer,-2.0
mungut,-2.0
tumpah hati,-3.0
rang,-3.0
hina rendah,-3.0
gugur,-3.0
pacul,-4.0
baiat,-3.0
lembung,-3.0
kapah,-2.0
gusar,-3.0
surup,-5.0
isap jempol,-3.0
cerca,-4.0
tata,-2.0
sisih,-2.0
sial,-5.0
gentar,-4.0
sangkut,-4.0
susah hati,-5.0
alam,-1.0
tumbuk,-3.0
pengaruh,-2.0
halang,-3.0
rusuh,-4.0
tilap,-4.0
cangkum,-3.0
onar,-5.0
panggil,-1.0
rundung,-4.0
jilat,-3.0
tanggung,-2.0
ana,-3.0
rugi,-5.0
gempar,-2.0
gerombol,-4.0
colong,-5.0
tertib,-2.0
tuntun,-2.0
hukum,-3.0
idam,-2.0
gelingsir,-3.0
soal,-1.0
catut,-3.0
suka,-1.0
cumbu,-3.0
gonggong anjing,-3.0
kaya,-2.0
kandut,-3.0
rantai,-3.0
keji,-5.0
tebak,-2.0
tumpuk,-4.0
rajam,-5.0
sendiri,-3.0
pelanting,-3.0
tinggi,-2.0
tebat,-3.0
kemas,-2.0
asuh,-2.0
ceria,-1.0
kecamuk,-4.0
bejat,-5.0
pegang,-2.0
tidur,-3.0
pemuda,-1.0
larang,-3.0
rangsang,-3.0
tembok,-1.0
menang,-5.0
baik,-1.0
gadang,-4.0
kelok,-2.0
kenang,-2.0
ledak,-4.0
kuat duga,-2.0
abu,-2.0
cebur,-5.0
abai,-3.0
serang,-4.0
gores,-3.0
rongsok,-3.0
tindik,-3.0
luka,-5.0
jangan,-3.0
bunyi,-1.0
kerak,-2.0
bekap,-3.0
bekas,-3.0
kesima,-1.0
pikul,-2.0
ciut,-3.0
kereta,-4.0
santun,-2.0
habis,-3.0
layan,-2.0
sundut,-3.0
jadi,-2.0
susut,-2.0
gelincir,-3.0
tajam,-2.0
simpuh,-3.0
bara,-3.0
cemas,-3.0
sunduk,-3.0
kongkalikong,-4.0
susup,-2.0
campak,-4.0
ganjar,-3.0
babar,-1.0
tembak,-5.0
sembul,-3.0
ken,-2.0
tegur,-3.0
latih,-2.0
korek,-4.0
yg tuan,-3.0
lupa,-3.0
alir udara,-1.0
tegun,-3.0
konspirasi,-4.0
cinta,-1.0
tekan mental,-4.0
ganti,-3.0
memang,-2.0
tangkap,-3.0
tutup mulut,-3.0
gelanggang,-3.0
nahas,-2.0
gigil,-4.0
ungkap,-3.0
sambat,-3.0
tanduk,-2.0
cekak,-3.0
lemah,-4.0
nenes,-2.0
cekau,-2.0
ekang,-4.0
prihatin,-3.0
besit,-2.0
jabat,-3.0
dua,-3.0
enteng,-2.0
singgung,-5.0
taat,-1.0
busuk,-5.0
tarik napas habis,-5.0
semayam,-3.0
potong,-2.0
genang,-2.0
hina aib,-4.0
gejolak,-3.0
hiruk,-4.0
sengaja,-2.0
takut,-4.0
geleng,-3.0
selulur,-2.0
suap,-3.0
sembarang,-4.0
gelesot,-3.0
kalang tanah,-2.0
antem,-4.0
tunas,-2.0
gelap,-4.0
menep,-3.0
umpat,-4.0
biak,-3.0
biar,-3.0
batas waktu,-3.0
tetes,-3.0
licin,-2.0
maki,-5.0
songsong,-2.0
tusuk,-4.0
sungkawa,-3.0
dunia,-2.0
faedah,-1.0
ganyang,-4.0
gerecok,-4.0
umbar,-3.0
telinga merah,-3.0
sakit ingat,-4.0
tolak,-4.0
bandel,-5.0
sepele,-4.0
jarah,-4.0
jarak,-3.0
suntuk,-4.0
gelora,-2.0
aniaya,-4.0
balas,-3.0
banting,-3.0
hayat,-2.0
daif,-3.0
lubang,-3.0
dosa,-4.0
tarik hati,-1.0
ejek,-4.0
jauh,-4.0
goda,-3.0
berangan,-3.0
rampok,-5.0
lendeh,-3.0
parah,-5.0
peranjat,-3.0
nyanyi,-2.0
getar,-3.0
hina,-5.0
geruh,-4.0
ada,-3.0
lalu dr dunia,-5.0
elu,-2.0
cucut,-3.0
retek,-3.0
kasi,-3.0
jejal,-3.0
cucuk,-3.0
jedot,-4.0
antisipasi,-1.0
celaka,-5.0
patung,-3.0
sindir,-3.0
bukan,-3.0
geliat,-3.0
mirip,-2.0
alami,-3.0
lepas,-2.0
harap,-3.0
comot,-4.0
siksa,-5.0
acak,-5.0
sendu,-2.0
acau,-4.0
hempas,-4.0
ganjil,-4.0
derita,-5.0
bantah,-3.0
untung,-1.0
sudah,-2.0
hangus,-3.0
